"","Month","Team","Popularity"
"1315","2007-12","Denver.Nuggets",20
"1316","2008-01","Denver.Nuggets",16
"1317","2008-02","Denver.Nuggets",18
"1318","2008-03","Denver.Nuggets",19
"1319","2008-04","Denver.Nuggets",26
"1320","2008-05","Denver.Nuggets",7
"1321","2008-06","Denver.Nuggets",6
"1322","2008-07","Denver.Nuggets",6
"1323","2008-08","Denver.Nuggets",5
"1324","2008-09","Denver.Nuggets",5
"1325","2008-10","Denver.Nuggets",11
"1326","2008-11","Denver.Nuggets",20
"1327","2008-12","Denver.Nuggets",17
"1328","2009-01","Denver.Nuggets",16
"1329","2009-02","Denver.Nuggets",14
"1330","2009-03","Denver.Nuggets",12
"1331","2009-04","Denver.Nuggets",28
"1332","2009-05","Denver.Nuggets",100
"1333","2009-06","Denver.Nuggets",9
"1334","2009-07","Denver.Nuggets",6
"1335","2009-08","Denver.Nuggets",5
"1336","2009-09","Denver.Nuggets",5
"1337","2009-10","Denver.Nuggets",14
"1338","2009-11","Denver.Nuggets",21
"1339","2009-12","Denver.Nuggets",19
"1340","2010-01","Denver.Nuggets",18
"1341","2010-02","Denver.Nuggets",21
"1342","2010-03","Denver.Nuggets",18
"1343","2010-04","Denver.Nuggets",27
"1344","2010-05","Denver.Nuggets",8
"1345","2010-06","Denver.Nuggets",5
"1346","2010-07","Denver.Nuggets",7
"1347","2010-08","Denver.Nuggets",7
"1348","2010-09","Denver.Nuggets",7
"1349","2010-10","Denver.Nuggets",12
"1350","2010-11","Denver.Nuggets",19
"1351","2010-12","Denver.Nuggets",18
"1352","2011-01","Denver.Nuggets",22
"1353","2011-02","Denver.Nuggets",28
"1354","2011-03","Denver.Nuggets",23
"1355","2011-04","Denver.Nuggets",35
"1356","2011-05","Denver.Nuggets",7
"1357","2011-06","Denver.Nuggets",7
"1358","2011-07","Denver.Nuggets",4
"1359","2011-08","Denver.Nuggets",4
"1360","2011-09","Denver.Nuggets",4
"1361","2011-10","Denver.Nuggets",4
"1362","2011-11","Denver.Nuggets",4
"1363","2011-12","Denver.Nuggets",20
"1364","2012-01","Denver.Nuggets",27
"1365","2012-02","Denver.Nuggets",25
"1366","2012-03","Denver.Nuggets",21
"1367","2012-04","Denver.Nuggets",20
"1368","2012-05","Denver.Nuggets",49
"1369","2012-06","Denver.Nuggets",7
"1370","2012-07","Denver.Nuggets",7
"1371","2012-08","Denver.Nuggets",8
"1372","2012-09","Denver.Nuggets",5
"1373","2012-10","Denver.Nuggets",15
"1374","2012-11","Denver.Nuggets",21
"1375","2012-12","Denver.Nuggets",21
"1376","2013-01","Denver.Nuggets",21
"1377","2013-02","Denver.Nuggets",23
"1378","2013-03","Denver.Nuggets",34
"1379","2013-04","Denver.Nuggets",41
"1380","2013-05","Denver.Nuggets",18
"1381","2013-06","Denver.Nuggets",10
"1382","2013-07","Denver.Nuggets",12
"1383","2013-08","Denver.Nuggets",6
"1384","2013-09","Denver.Nuggets",5
"1385","2013-10","Denver.Nuggets",12
"1386","2013-11","Denver.Nuggets",22
"1387","2013-12","Denver.Nuggets",16
"1388","2014-01","Denver.Nuggets",18
"1389","2014-02","Denver.Nuggets",15
"1390","2014-03","Denver.Nuggets",14
"1391","2014-04","Denver.Nuggets",10
"1392","2014-05","Denver.Nuggets",5
"1393","2014-06","Denver.Nuggets",7
"1394","2014-07","Denver.Nuggets",8
"1395","2014-08","Denver.Nuggets",5
"1396","2014-09","Denver.Nuggets",5
"1397","2014-10","Denver.Nuggets",12
"1398","2014-11","Denver.Nuggets",19
"1399","2014-12","Denver.Nuggets",17
"1400","2015-01","Denver.Nuggets",16
"1401","2015-02","Denver.Nuggets",13
"1402","2015-03","Denver.Nuggets",13
"1403","2015-04","Denver.Nuggets",8
"1404","2015-05","Denver.Nuggets",6
"1405","2015-06","Denver.Nuggets",10
"1406","2015-07","Denver.Nuggets",9
"1407","2015-08","Denver.Nuggets",5
"1408","2015-09","Denver.Nuggets",5
"1409","2015-10","Denver.Nuggets",11
"1410","2015-11","Denver.Nuggets",20
"1411","2015-12","Denver.Nuggets",16
"1412","2016-01","Denver.Nuggets",20
"1413","2016-02","Denver.Nuggets",15
"1414","2016-03","Denver.Nuggets",15
"1415","2016-04","Denver.Nuggets",9
"1416","2016-05","Denver.Nuggets",6
"1417","2016-06","Denver.Nuggets",10
"1418","2016-07","Denver.Nuggets",13
"1419","2016-08","Denver.Nuggets",7
"1420","2016-09","Denver.Nuggets",6
"1421","2016-10","Denver.Nuggets",14
"1422","2016-11","Denver.Nuggets",17
"1423","2016-12","Denver.Nuggets",16
"1424","2017-01","Denver.Nuggets",18
"1425","2017-02","Denver.Nuggets",26
"1426","2017-03","Denver.Nuggets",23
"1427","2017-04","Denver.Nuggets",15
"1428","2017-05","Denver.Nuggets",6
"1429","2017-06","Denver.Nuggets",12
"1430","2017-07","Denver.Nuggets",15
"1431","2017-08","Denver.Nuggets",9
"1432","2017-09","Denver.Nuggets",8
"1433","2017-10","Denver.Nuggets",20
"1434","2017-11","Denver.Nuggets",23
"1435","2017-12","Denver.Nuggets",22
"1436","2018-01","Denver.Nuggets",21
"1437","2018-02","Denver.Nuggets",27
"1438","2018-03","Denver.Nuggets",25
"1439","2018-04","Denver.Nuggets",30
"1440","2018-05","Denver.Nuggets",6
"1441","2018-06","Denver.Nuggets",13
"1442","2018-07","Denver.Nuggets",16
"1443","2018-08","Denver.Nuggets",8
"1444","2018-09","Denver.Nuggets",8
"1445","2018-10","Denver.Nuggets",34
"1446","2018-11","Denver.Nuggets",40
"1447","2018-12","Denver.Nuggets",42
"1448","2019-01","Denver.Nuggets",49
"1449","2004-01","Detroit.Pistons",11
"1450","2004-02","Detroit.Pistons",12
"1451","2004-03","Detroit.Pistons",10
"1452","2004-04","Detroit.Pistons",12
"1453","2004-05","Detroit.Pistons",28
"1454","2004-06","Detroit.Pistons",90
"1455","2004-07","Detroit.Pistons",12
"1456","2004-08","Detroit.Pistons",9
"1457","2004-09","Detroit.Pistons",6
"1458","2004-10","Detroit.Pistons",10
"1459","2004-11","Detroit.Pistons",100
"1460","2004-12","Detroit.Pistons",21
"1461","2005-01","Detroit.Pistons",16
"1462","2005-02","Detroit.Pistons",14
"1463","2005-03","Detroit.Pistons",17
"1464","2005-04","Detroit.Pistons",18
"1465","2005-05","Detroit.Pistons",34
"1466","2005-06","Detroit.Pistons",68
"1467","2005-07","Detroit.Pistons",12
"1468","2005-08","Detroit.Pistons",8
"1469","2005-09","Detroit.Pistons",7
"1470","2005-10","Detroit.Pistons",14
"1471","2005-11","Detroit.Pistons",24
"1472","2005-12","Detroit.Pistons",25
"1473","2006-01","Detroit.Pistons",32
"1474","2006-02","Detroit.Pistons",22
"1475","2006-03","Detroit.Pistons",17
"1476","2006-04","Detroit.Pistons",24
"1477","2006-05","Detroit.Pistons",50
"1478","2006-06","Detroit.Pistons",17
"1479","2006-07","Detroit.Pistons",10
"1480","2006-08","Detroit.Pistons",6
"1481","2006-09","Detroit.Pistons",6
"1482","2006-10","Detroit.Pistons",11
"1483","2006-11","Detroit.Pistons",14
"1484","2006-12","Detroit.Pistons",14
"1485","2007-01","Detroit.Pistons",15
"1486","2007-02","Detroit.Pistons",14
"1487","2007-03","Detroit.Pistons",13
"1488","2007-04","Detroit.Pistons",16
"1489","2007-05","Detroit.Pistons",34
"1490","2007-06","Detroit.Pistons",17
"1491","2007-07","Detroit.Pistons",7
"1492","2007-08","Detroit.Pistons",5
"1493","2007-09","Detroit.Pistons",5
"1494","2007-10","Detroit.Pistons",9
"1495","2007-11","Detroit.Pistons",14
"1496","2007-12","Detroit.Pistons",14
"1497","2008-01","Detroit.Pistons",14
"1498","2008-02","Detroit.Pistons",12
"1499","2008-03","Detroit.Pistons",14
"1500","2008-04","Detroit.Pistons",17
"1501","2008-05","Detroit.Pistons",34
"1502","2008-06","Detroit.Pistons",13
"1503","2008-07","Detroit.Pistons",9
"1504","2008-08","Detroit.Pistons",6
"1505","2008-09","Detroit.Pistons",5
"1506","2008-10","Detroit.Pistons",8
"1507","2008-11","Detroit.Pistons",23
"1508","2008-12","Detroit.Pistons",14
"1509","2009-01","Detroit.Pistons",12
"1510","2009-02","Detroit.Pistons",13
"1511","2009-03","Detroit.Pistons",12
"1512","2009-04","Detroit.Pistons",12
"1513","2009-05","Detroit.Pistons",7
"1514","2009-06","Detroit.Pistons",8
"1515","2009-07","Detroit.Pistons",12
"1516","2009-08","Detroit.Pistons",6
"1517","2009-09","Detroit.Pistons",5
"1518","2009-10","Detroit.Pistons",10
"1519","2009-11","Detroit.Pistons",11
"1520","2009-12","Detroit.Pistons",10
"1521","2010-01","Detroit.Pistons",9
"1522","2010-02","Detroit.Pistons",9
"1523","2010-03","Detroit.Pistons",8
"1524","2010-04","Detroit.Pistons",6
"1525","2010-05","Detroit.Pistons",5
"1526","2010-06","Detroit.Pistons",7
"1527","2010-07","Detroit.Pistons",8
"1528","2010-08","Detroit.Pistons",7
"1529","2010-09","Detroit.Pistons",5
"1530","2010-10","Detroit.Pistons",10
"1531","2010-11","Detroit.Pistons",10
"1532","2010-12","Detroit.Pistons",9
"1533","2011-01","Detroit.Pistons",12
"1534","2011-02","Detroit.Pistons",13
"1535","2011-03","Detroit.Pistons",9
"1536","2011-04","Detroit.Pistons",8
"1537","2011-05","Detroit.Pistons",6
"1538","2011-06","Detroit.Pistons",10
"1539","2011-07","Detroit.Pistons",6
"1540","2011-08","Detroit.Pistons",4
"1541","2011-09","Detroit.Pistons",4
"1542","2011-10","Detroit.Pistons",4
"1543","2011-11","Detroit.Pistons",4
"1544","2011-12","Detroit.Pistons",12
"1545","2012-01","Detroit.Pistons",12
"1546","2012-02","Detroit.Pistons",10
"1547","2012-03","Detroit.Pistons",10
"1548","2012-04","Detroit.Pistons",9
"1549","2012-05","Detroit.Pistons",6
"1550","2012-06","Detroit.Pistons",9
"1551","2012-07","Detroit.Pistons",8
"1552","2012-08","Detroit.Pistons",5
"1553","2012-09","Detroit.Pistons",5
"1554","2012-10","Detroit.Pistons",8
"1555","2012-11","Detroit.Pistons",12
"1556","2012-12","Detroit.Pistons",10
"1557","2013-01","Detroit.Pistons",11
"1558","2013-02","Detroit.Pistons",11
"1559","2013-03","Detroit.Pistons",9
"1560","2013-04","Detroit.Pistons",8
"1561","2013-05","Detroit.Pistons",8
"1562","2013-06","Detroit.Pistons",11
"1563","2013-07","Detroit.Pistons",19
"1564","2013-08","Detroit.Pistons",10
"1565","2013-09","Detroit.Pistons",6
"1566","2013-10","Detroit.Pistons",11
"1567","2013-11","Detroit.Pistons",17
"1568","2013-12","Detroit.Pistons",15
"1569","2014-01","Detroit.Pistons",11
"1570","2014-02","Detroit.Pistons",14
"1571","2014-03","Detroit.Pistons",11
"1572","2014-04","Detroit.Pistons",13
"1573","2014-05","Detroit.Pistons",10
"1574","2014-06","Detroit.Pistons",10
"1575","2014-07","Detroit.Pistons",13
"1576","2014-08","Detroit.Pistons",7
"1577","2014-09","Detroit.Pistons",5
"1578","2014-10","Detroit.Pistons",10
"1579","2014-11","Detroit.Pistons",12
"1580","2014-12","Detroit.Pistons",14
"1581","2015-01","Detroit.Pistons",22
"1582","2015-02","Detroit.Pistons",17
"1583","2015-03","Detroit.Pistons",11
"1584","2015-04","Detroit.Pistons",9
"1585","2015-05","Detroit.Pistons",7
"1586","2015-06","Detroit.Pistons",11
"1587","2015-07","Detroit.Pistons",11
"1588","2015-08","Detroit.Pistons",6
"1589","2015-09","Detroit.Pistons",5
"1590","2015-10","Detroit.Pistons",13
"1591","2015-11","Detroit.Pistons",22
"1592","2015-12","Detroit.Pistons",20
"1593","2016-01","Detroit.Pistons",24
"1594","2016-02","Detroit.Pistons",22
"1595","2016-03","Detroit.Pistons",22
"1596","2016-04","Detroit.Pistons",42
"1597","2016-05","Detroit.Pistons",9
"1598","2016-06","Detroit.Pistons",12
"1599","2016-07","Detroit.Pistons",13
"1600","2016-08","Detroit.Pistons",7
"1601","2016-09","Detroit.Pistons",6
"1602","2016-10","Detroit.Pistons",14
"1603","2016-11","Detroit.Pistons",20
"1604","2016-12","Detroit.Pistons",20
"1605","2017-01","Detroit.Pistons",17
"1606","2017-02","Detroit.Pistons",21
"1607","2017-03","Detroit.Pistons",18
"1608","2017-04","Detroit.Pistons",12
"1609","2017-05","Detroit.Pistons",9
"1610","2017-06","Detroit.Pistons",13
"1611","2017-07","Detroit.Pistons",14
"1612","2017-08","Detroit.Pistons",9
"1613","2017-09","Detroit.Pistons",7
"1614","2017-10","Detroit.Pistons",21
"1615","2017-11","Detroit.Pistons",29
"1616","2017-12","Detroit.Pistons",24
"1617","2018-01","Detroit.Pistons",29
"1618","2018-02","Detroit.Pistons",35
"1619","2018-03","Detroit.Pistons",19
"1620","2018-04","Detroit.Pistons",12
"1621","2018-05","Detroit.Pistons",12
"1622","2018-06","Detroit.Pistons",15
"1623","2018-07","Detroit.Pistons",12
"1624","2018-08","Detroit.Pistons",8
"1625","2018-09","Detroit.Pistons",7
"1626","2018-10","Detroit.Pistons",23
"1627","2018-11","Detroit.Pistons",22
"1628","2018-12","Detroit.Pistons",25
"1629","2019-01","Detroit.Pistons",22
"1630","2004-01","Golden.State.Warriors",2
"1631","2004-02","Golden.State.Warriors",2
"1632","2004-03","Golden.State.Warriors",1
"1633","2004-04","Golden.State.Warriors",1
"1634","2004-05","Golden.State.Warriors",1
"1635","2004-06","Golden.State.Warriors",1
"1636","2004-07","Golden.State.Warriors",2
"1637","2004-08","Golden.State.Warriors",1
"1638","2004-09","Golden.State.Warriors",1
"1639","2004-10","Golden.State.Warriors",1
"1640","2004-11","Golden.State.Warriors",2
"1641","2004-12","Golden.State.Warriors",2
"1642","2005-01","Golden.State.Warriors",1
"1643","2005-02","Golden.State.Warriors",2
"1644","2005-03","Golden.State.Warriors",2
"1645","2005-04","Golden.State.Warriors",2
"1646","2005-05","Golden.State.Warriors",1
"1647","2005-06","Golden.State.Warriors",1
"1648","2005-07","Golden.State.Warriors",1
"1649","2005-08","Golden.State.Warriors",1
"1650","2005-09","Golden.State.Warriors",1
"1651","2005-10","Golden.State.Warriors",2
"1652","2005-11","Golden.State.Warriors",3
"1653","2005-12","Golden.State.Warriors",3
"1654","2006-01","Golden.State.Warriors",2
"1655","2006-02","Golden.State.Warriors",2
"1656","2006-03","Golden.State.Warriors",2
"1657","2006-04","Golden.State.Warriors",1
"1658","2006-05","Golden.State.Warriors",1
"1659","2006-06","Golden.State.Warriors",1
"1660","2006-07","Golden.State.Warriors",1
"1661","2006-08","Golden.State.Warriors",1
"1662","2006-09","Golden.State.Warriors",1
"1663","2006-10","Golden.State.Warriors",2
"1664","2006-11","Golden.State.Warriors",2
"1665","2006-12","Golden.State.Warriors",2
"1666","2007-01","Golden.State.Warriors",2
"1667","2007-02","Golden.State.Warriors",2
"1668","2007-03","Golden.State.Warriors",2
"1669","2007-04","Golden.State.Warriors",4
"1670","2007-05","Golden.State.Warriors",6
"1671","2007-06","Golden.State.Warriors",2
"1672","2007-07","Golden.State.Warriors",2
"1673","2007-08","Golden.State.Warriors",1
"1674","2007-09","Golden.State.Warriors",1
"1675","2007-10","Golden.State.Warriors",2
"1676","2007-11","Golden.State.Warriors",3
"1677","2007-12","Golden.State.Warriors",3
"1678","2008-01","Golden.State.Warriors",3
"1679","2008-02","Golden.State.Warriors",3
"1680","2008-03","Golden.State.Warriors",3
"1681","2008-04","Golden.State.Warriors",2
"1682","2008-05","Golden.State.Warriors",1
"1683","2008-06","Golden.State.Warriors",1
"1684","2008-07","Golden.State.Warriors",2
"1685","2008-08","Golden.State.Warriors",1
"1686","2008-09","Golden.State.Warriors",2
"1687","2008-10","Golden.State.Warriors",2
"1688","2008-11","Golden.State.Warriors",3
"1689","2008-12","Golden.State.Warriors",2
"1690","2009-01","Golden.State.Warriors",2
"1691","2009-02","Golden.State.Warriors",2
"1692","2009-03","Golden.State.Warriors",2
"1693","2009-04","Golden.State.Warriors",2
"1694","2009-05","Golden.State.Warriors",1
"1695","2009-06","Golden.State.Warriors",2
"1696","2009-07","Golden.State.Warriors",2
"1697","2009-08","Golden.State.Warriors",1
"1698","2009-09","Golden.State.Warriors",2
"1699","2009-10","Golden.State.Warriors",2
"1700","2009-11","Golden.State.Warriors",2
"1701","2009-12","Golden.State.Warriors",2
"1702","2010-01","Golden.State.Warriors",2
"1703","2010-02","Golden.State.Warriors",2
"1704","2010-03","Golden.State.Warriors",2
"1705","2010-04","Golden.State.Warriors",2
"1706","2010-05","Golden.State.Warriors",1
"1707","2010-06","Golden.State.Warriors",2
"1708","2010-07","Golden.State.Warriors",2
"1709","2010-08","Golden.State.Warriors",1
"1710","2010-09","Golden.State.Warriors",2
"1711","2010-10","Golden.State.Warriors",2
"1712","2010-11","Golden.State.Warriors",3
"1713","2010-12","Golden.State.Warriors",2
"1714","2011-01","Golden.State.Warriors",3
"1715","2011-02","Golden.State.Warriors",3
"1716","2011-03","Golden.State.Warriors",2
"1717","2011-04","Golden.State.Warriors",2
"1718","2011-05","Golden.State.Warriors",1
"1719","2011-06","Golden.State.Warriors",2
"1720","2011-07","Golden.State.Warriors",1
"1721","2011-08","Golden.State.Warriors",1
"1722","2011-09","Golden.State.Warriors",1
"1723","2011-10","Golden.State.Warriors",1
"1724","2011-11","Golden.State.Warriors",1
"1725","2011-12","Golden.State.Warriors",3
"1726","2012-01","Golden.State.Warriors",3
"1727","2012-02","Golden.State.Warriors",3
"1728","2012-03","Golden.State.Warriors",3
"1729","2012-04","Golden.State.Warriors",2
"1730","2012-05","Golden.State.Warriors",2
"1731","2012-06","Golden.State.Warriors",2
"1732","2012-07","Golden.State.Warriors",2
"1733","2012-08","Golden.State.Warriors",1
"1734","2012-09","Golden.State.Warriors",1
"1735","2012-10","Golden.State.Warriors",2
"1736","2012-11","Golden.State.Warriors",3
"1737","2012-12","Golden.State.Warriors",3
"1738","2013-01","Golden.State.Warriors",3
"1739","2013-02","Golden.State.Warriors",4
"1740","2013-03","Golden.State.Warriors",3
"1741","2013-04","Golden.State.Warriors",5
"1742","2013-05","Golden.State.Warriors",10
"1743","2013-06","Golden.State.Warriors",2
"1744","2013-07","Golden.State.Warriors",3
"1745","2013-08","Golden.State.Warriors",2
"1746","2013-09","Golden.State.Warriors",1
"1747","2013-10","Golden.State.Warriors",2
"1748","2013-11","Golden.State.Warriors",4
"1749","2013-12","Golden.State.Warriors",4
"1750","2014-01","Golden.State.Warriors",4
"1751","2014-02","Golden.State.Warriors",4
"1752","2014-03","Golden.State.Warriors",3
"1753","2014-04","Golden.State.Warriors",7
"1754","2014-05","Golden.State.Warriors",5
"1755","2014-06","Golden.State.Warriors",2
"1756","2014-07","Golden.State.Warriors",2
"1757","2014-08","Golden.State.Warriors",2
"1758","2014-09","Golden.State.Warriors",2
"1759","2014-10","Golden.State.Warriors",3
"1760","2014-11","Golden.State.Warriors",5
"1761","2014-12","Golden.State.Warriors",7
"1762","2015-01","Golden.State.Warriors",7
"1763","2015-02","Golden.State.Warriors",6
"1764","2015-03","Golden.State.Warriors",6
"1765","2015-04","Golden.State.Warriors",11
"1766","2015-05","Golden.State.Warriors",26
"1767","2015-06","Golden.State.Warriors",43
"1768","2015-07","Golden.State.Warriors",3
"1769","2015-08","Golden.State.Warriors",2
"1770","2015-09","Golden.State.Warriors",2
"1771","2015-10","Golden.State.Warriors",5
"1772","2015-11","Golden.State.Warriors",20
"1773","2015-12","Golden.State.Warriors",30
"1774","2016-01","Golden.State.Warriors",24
"1775","2016-02","Golden.State.Warriors",22
"1776","2016-03","Golden.State.Warriors",31
"1777","2016-04","Golden.State.Warriors",49
"1778","2016-05","Golden.State.Warriors",82
"1779","2016-06","Golden.State.Warriors",100
"1780","2016-07","Golden.State.Warriors",13
"1781","2016-08","Golden.State.Warriors",4
"1782","2016-09","Golden.State.Warriors",4
"1783","2016-10","Golden.State.Warriors",13
"1784","2016-11","Golden.State.Warriors",22
"1785","2016-12","Golden.State.Warriors",24
"1786","2017-01","Golden.State.Warriors",21
"1787","2017-02","Golden.State.Warriors",19
"1788","2017-03","Golden.State.Warriors",20
"1789","2017-04","Golden.State.Warriors",24
"1790","2017-05","Golden.State.Warriors",33
"1791","2017-06","Golden.State.Warriors",66
"1792","2017-07","Golden.State.Warriors",8
"1793","2017-08","Golden.State.Warriors",4
"1794","2017-09","Golden.State.Warriors",4
"1795","2017-10","Golden.State.Warriors",16
"1796","2017-11","Golden.State.Warriors",19
"1797","2017-12","Golden.State.Warriors",18
"1798","2018-01","Golden.State.Warriors",18
"1799","2018-02","Golden.State.Warriors",15
"1800","2018-03","Golden.State.Warriors",14
"1801","2018-04","Golden.State.Warriors",21
"1802","2018-05","Golden.State.Warriors",58
"1803","2018-06","Golden.State.Warriors",47
"1804","2018-07","Golden.State.Warriors",8
"1805","2018-08","Golden.State.Warriors",3
"1806","2018-09","Golden.State.Warriors",4
"1807","2018-10","Golden.State.Warriors",15
"1808","2018-11","Golden.State.Warriors",17
"1809","2018-12","Golden.State.Warriors",16
"1810","2019-01","Golden.State.Warriors",17
"1811","2004-01","Houston.Rockets",4
"1812","2004-02","Houston.Rockets",5
"1813","2004-03","Houston.Rockets",4
"1814","2004-04","Houston.Rockets",5
"1815","2004-05","Houston.Rockets",3
"1816","2004-06","Houston.Rockets",3
"1817","2004-07","Houston.Rockets",3
"1818","2004-08","Houston.Rockets",2
"1819","2004-09","Houston.Rockets",3
"1820","2004-10","Houston.Rockets",4
"1821","2004-11","Houston.Rockets",5
"1822","2004-12","Houston.Rockets",4
"1823","2005-01","Houston.Rockets",4
"1824","2005-02","Houston.Rockets",5
"1825","2005-03","Houston.Rockets",4
"1826","2005-04","Houston.Rockets",5
"1827","2005-05","Houston.Rockets",5
"1828","2005-06","Houston.Rockets",3
"1829","2005-07","Houston.Rockets",3
"1830","2005-08","Houston.Rockets",2
"1831","2005-09","Houston.Rockets",2
"1832","2005-10","Houston.Rockets",3
"1833","2005-11","Houston.Rockets",4
"1834","2005-12","Houston.Rockets",4
"1835","2006-01","Houston.Rockets",3
"1836","2006-02","Houston.Rockets",3
"1837","2006-03","Houston.Rockets",3
"1838","2006-04","Houston.Rockets",3
"1839","2006-05","Houston.Rockets",2
"1840","2006-06","Houston.Rockets",2
"1841","2006-07","Houston.Rockets",3
"1842","2006-08","Houston.Rockets",2
"1843","2006-09","Houston.Rockets",2
"1844","2006-10","Houston.Rockets",3
"1845","2006-11","Houston.Rockets",5
"1846","2006-12","Houston.Rockets",4
"1847","2007-01","Houston.Rockets",4
"1848","2007-02","Houston.Rockets",3
"1849","2007-03","Houston.Rockets",3
"1850","2007-04","Houston.Rockets",5
"1851","2007-05","Houston.Rockets",4
"1852","2007-06","Houston.Rockets",2
"1853","2007-07","Houston.Rockets",2
"1854","2007-08","Houston.Rockets",2
"1855","2007-09","Houston.Rockets",2
"1856","2007-10","Houston.Rockets",3
"1857","2007-11","Houston.Rockets",4
"1858","2007-12","Houston.Rockets",3
"1859","2008-01","Houston.Rockets",3
"1860","2008-02","Houston.Rockets",4
"1861","2008-03","Houston.Rockets",7
"1862","2008-04","Houston.Rockets",4
"1863","2008-05","Houston.Rockets",3
"1864","2008-06","Houston.Rockets",2
"1865","2008-07","Houston.Rockets",2
"1866","2008-08","Houston.Rockets",2
"1867","2008-09","Houston.Rockets",2
"1868","2008-10","Houston.Rockets",3
"1869","2008-11","Houston.Rockets",4
"1870","2008-12","Houston.Rockets",3
"1871","2009-01","Houston.Rockets",3
"1872","2009-02","Houston.Rockets",3
"1873","2009-03","Houston.Rockets",3
"1874","2009-04","Houston.Rockets",5
"1875","2009-05","Houston.Rockets",11
"1876","2009-06","Houston.Rockets",2
"1877","2009-07","Houston.Rockets",2
"1878","2009-08","Houston.Rockets",1
"1879","2009-09","Houston.Rockets",2
"1880","2009-10","Houston.Rockets",3
"1881","2009-11","Houston.Rockets",3
"1882","2009-12","Houston.Rockets",3
"1883","2010-01","Houston.Rockets",3
"1884","2010-02","Houston.Rockets",3
"1885","2010-03","Houston.Rockets",2
"1886","2010-04","Houston.Rockets",2
"1887","2010-05","Houston.Rockets",2
"1888","2010-06","Houston.Rockets",2
"1889","2010-07","Houston.Rockets",2
"1890","2010-08","Houston.Rockets",2
"1891","2010-09","Houston.Rockets",2
"1892","2010-10","Houston.Rockets",3
"1893","2010-11","Houston.Rockets",3
"1894","2010-12","Houston.Rockets",3
"1895","2011-01","Houston.Rockets",3
"1896","2011-02","Houston.Rockets",4
"1897","2011-03","Houston.Rockets",3
"1898","2011-04","Houston.Rockets",2
"1899","2011-05","Houston.Rockets",2
"1900","2011-06","Houston.Rockets",2
"1901","2011-07","Houston.Rockets",1
"1902","2011-08","Houston.Rockets",1
"1903","2011-09","Houston.Rockets",1
"1904","2011-10","Houston.Rockets",1
"1905","2011-11","Houston.Rockets",1
"1906","2011-12","Houston.Rockets",4
"1907","2012-01","Houston.Rockets",4
"1908","2012-02","Houston.Rockets",4
"1909","2012-03","Houston.Rockets",4
"1910","2012-04","Houston.Rockets",3
"1911","2012-05","Houston.Rockets",2
"1912","2012-06","Houston.Rockets",3
"1913","2012-07","Houston.Rockets",6
"1914","2012-08","Houston.Rockets",2
"1915","2012-09","Houston.Rockets",2
"1916","2012-10","Houston.Rockets",5
"1917","2012-11","Houston.Rockets",9
"1918","2012-12","Houston.Rockets",6
"1919","2013-01","Houston.Rockets",6
"1920","2013-02","Houston.Rockets",6
"1921","2013-03","Houston.Rockets",6
"1922","2013-04","Houston.Rockets",9
"1923","2013-05","Houston.Rockets",5
"1924","2013-06","Houston.Rockets",3
"1925","2013-07","Houston.Rockets",7
"1926","2013-08","Houston.Rockets",3
"1927","2013-09","Houston.Rockets",2
"1928","2013-10","Houston.Rockets",5
"1929","2013-11","Houston.Rockets",9
"1930","2013-12","Houston.Rockets",7
"1931","2014-01","Houston.Rockets",7
"1932","2014-02","Houston.Rockets",7
"1933","2014-03","Houston.Rockets",8
"1934","2014-04","Houston.Rockets",13
"1935","2014-05","Houston.Rockets",7
"1936","2014-06","Houston.Rockets",4
"1937","2014-07","Houston.Rockets",7
"1938","2014-08","Houston.Rockets",2
"1939","2014-09","Houston.Rockets",2
"1940","2014-10","Houston.Rockets",4
"1941","2014-11","Houston.Rockets",9
"1942","2014-12","Houston.Rockets",8
"1943","2015-01","Houston.Rockets",7
"1944","2015-02","Houston.Rockets",6
"1945","2015-03","Houston.Rockets",7
"1946","2015-04","Houston.Rockets",16
"1947","2015-05","Houston.Rockets",49
"1948","2015-06","Houston.Rockets",4
"1949","2015-07","Houston.Rockets",4
"1950","2015-08","Houston.Rockets",2
"1951","2015-09","Houston.Rockets",2
"1952","2015-10","Houston.Rockets",5
"1953","2015-11","Houston.Rockets",8
"1954","2015-12","Houston.Rockets",7
"1955","2016-01","Houston.Rockets",7
"1956","2016-02","Houston.Rockets",7
"1957","2016-03","Houston.Rockets",6
"1958","2016-04","Houston.Rockets",18
"1959","2016-05","Houston.Rockets",4
"1960","2016-06","Houston.Rockets",4
"1961","2016-07","Houston.Rockets",5
"1962","2016-08","Houston.Rockets",2
"1963","2016-09","Houston.Rockets",2
"1964","2016-10","Houston.Rockets",5
"1965","2016-11","Houston.Rockets",7
"1966","2016-12","Houston.Rockets",11
"1967","2017-01","Houston.Rockets",10
"1968","2017-02","Houston.Rockets",8
"1969","2017-03","Houston.Rockets",9
"1970","2017-04","Houston.Rockets",19
"1971","2017-05","Houston.Rockets",22
"1972","2017-06","Houston.Rockets",6
"1973","2017-07","Houston.Rockets",11
"1974","2017-08","Houston.Rockets",5
"1975","2017-09","Houston.Rockets",4
"1976","2017-10","Houston.Rockets",11
"1977","2017-11","Houston.Rockets",11
"1978","2017-12","Houston.Rockets",15
"1979","2018-01","Houston.Rockets",14
