"","Month","Team","Popularity"
"4112","2014-10","Philadelphia.76ers",7
"4113","2014-11","Philadelphia.76ers",14
"4114","2014-12","Philadelphia.76ers",13
"4115","2015-01","Philadelphia.76ers",10
"4116","2015-02","Philadelphia.76ers",13
"4117","2015-03","Philadelphia.76ers",10
"4118","2015-04","Philadelphia.76ers",7
"4119","2015-05","Philadelphia.76ers",7
"4120","2015-06","Philadelphia.76ers",13
"4121","2015-07","Philadelphia.76ers",12
"4122","2015-08","Philadelphia.76ers",4
"4123","2015-09","Philadelphia.76ers",4
"4124","2015-10","Philadelphia.76ers",8
"4125","2015-11","Philadelphia.76ers",16
"4126","2015-12","Philadelphia.76ers",19
"4127","2016-01","Philadelphia.76ers",17
"4128","2016-02","Philadelphia.76ers",12
"4129","2016-03","Philadelphia.76ers",11
"4130","2016-04","Philadelphia.76ers",10
"4131","2016-05","Philadelphia.76ers",12
"4132","2016-06","Philadelphia.76ers",21
"4133","2016-07","Philadelphia.76ers",22
"4134","2016-08","Philadelphia.76ers",9
"4135","2016-09","Philadelphia.76ers",8
"4136","2016-10","Philadelphia.76ers",17
"4137","2016-11","Philadelphia.76ers",21
"4138","2016-12","Philadelphia.76ers",18
"4139","2017-01","Philadelphia.76ers",32
"4140","2017-02","Philadelphia.76ers",30
"4141","2017-03","Philadelphia.76ers",16
"4142","2017-04","Philadelphia.76ers",10
"4143","2017-05","Philadelphia.76ers",11
"4144","2017-06","Philadelphia.76ers",29
"4145","2017-07","Philadelphia.76ers",20
"4146","2017-08","Philadelphia.76ers",9
"4147","2017-09","Philadelphia.76ers",8
"4148","2017-10","Philadelphia.76ers",28
"4149","2017-11","Philadelphia.76ers",39
"4150","2017-12","Philadelphia.76ers",32
"4151","2018-01","Philadelphia.76ers",24
"4152","2018-02","Philadelphia.76ers",28
"4153","2018-03","Philadelphia.76ers",36
"4154","2018-04","Philadelphia.76ers",100
"4155","2018-05","Philadelphia.76ers",67
"4156","2018-06","Philadelphia.76ers",28
"4157","2018-07","Philadelphia.76ers",30
"4158","2018-08","Philadelphia.76ers",9
"4159","2018-09","Philadelphia.76ers",10
"4160","2018-10","Philadelphia.76ers",30
"4161","2018-11","Philadelphia.76ers",57
"4162","2018-12","Philadelphia.76ers",42
"4163","2019-01","Philadelphia.76ers",41
"4164","2004-01","Phoenix.Suns",11
"4165","2004-02","Phoenix.Suns",9
"4166","2004-03","Phoenix.Suns",8
"4167","2004-04","Phoenix.Suns",6
"4168","2004-05","Phoenix.Suns",5
"4169","2004-06","Phoenix.Suns",7
"4170","2004-07","Phoenix.Suns",8
"4171","2004-08","Phoenix.Suns",5
"4172","2004-09","Phoenix.Suns",5
"4173","2004-10","Phoenix.Suns",8
"4174","2004-11","Phoenix.Suns",14
"4175","2004-12","Phoenix.Suns",19
"4176","2005-01","Phoenix.Suns",19
"4177","2005-02","Phoenix.Suns",16
"4178","2005-03","Phoenix.Suns",15
"4179","2005-04","Phoenix.Suns",21
"4180","2005-05","Phoenix.Suns",39
"4181","2005-06","Phoenix.Suns",14
"4182","2005-07","Phoenix.Suns",9
"4183","2005-08","Phoenix.Suns",10
"4184","2005-09","Phoenix.Suns",8
"4185","2005-10","Phoenix.Suns",11
"4186","2005-11","Phoenix.Suns",16
"4187","2005-12","Phoenix.Suns",15
"4188","2006-01","Phoenix.Suns",16
"4189","2006-02","Phoenix.Suns",14
"4190","2006-03","Phoenix.Suns",18
"4191","2006-04","Phoenix.Suns",21
"4192","2006-05","Phoenix.Suns",74
"4193","2006-06","Phoenix.Suns",22
"4194","2006-07","Phoenix.Suns",11
"4195","2006-08","Phoenix.Suns",7
"4196","2006-09","Phoenix.Suns",7
"4197","2006-10","Phoenix.Suns",14
"4198","2006-11","Phoenix.Suns",20
"4199","2006-12","Phoenix.Suns",27
"4200","2007-01","Phoenix.Suns",29
"4201","2007-02","Phoenix.Suns",23
"4202","2007-03","Phoenix.Suns",22
"4203","2007-04","Phoenix.Suns",33
"4204","2007-05","Phoenix.Suns",57
"4205","2007-06","Phoenix.Suns",15
"4206","2007-07","Phoenix.Suns",13
"4207","2007-08","Phoenix.Suns",10
"4208","2007-09","Phoenix.Suns",10
"4209","2007-10","Phoenix.Suns",17
"4210","2007-11","Phoenix.Suns",28
"4211","2007-12","Phoenix.Suns",22
"4212","2008-01","Phoenix.Suns",20
"4213","2008-02","Phoenix.Suns",43
"4214","2008-03","Phoenix.Suns",29
"4215","2008-04","Phoenix.Suns",40
"4216","2008-05","Phoenix.Suns",14
"4217","2008-06","Phoenix.Suns",11
"4218","2008-07","Phoenix.Suns",8
"4219","2008-08","Phoenix.Suns",9
"4220","2008-09","Phoenix.Suns",8
"4221","2008-10","Phoenix.Suns",16
"4222","2008-11","Phoenix.Suns",25
"4223","2008-12","Phoenix.Suns",21
"4224","2009-01","Phoenix.Suns",18
"4225","2009-02","Phoenix.Suns",24
"4226","2009-03","Phoenix.Suns",18
"4227","2009-04","Phoenix.Suns",11
"4228","2009-05","Phoenix.Suns",7
"4229","2009-06","Phoenix.Suns",10
"4230","2009-07","Phoenix.Suns",9
"4231","2009-08","Phoenix.Suns",7
"4232","2009-09","Phoenix.Suns",6
"4233","2009-10","Phoenix.Suns",12
"4234","2009-11","Phoenix.Suns",20
"4235","2009-12","Phoenix.Suns",18
"4236","2010-01","Phoenix.Suns",15
"4237","2010-02","Phoenix.Suns",14
"4238","2010-03","Phoenix.Suns",15
"4239","2010-04","Phoenix.Suns",29
"4240","2010-05","Phoenix.Suns",100
"4241","2010-06","Phoenix.Suns",10
"4242","2010-07","Phoenix.Suns",14
"4243","2010-08","Phoenix.Suns",8
"4244","2010-09","Phoenix.Suns",8
"4245","2010-10","Phoenix.Suns",15
"4246","2010-11","Phoenix.Suns",19
"4247","2010-12","Phoenix.Suns",20
"4248","2011-01","Phoenix.Suns",21
"4249","2011-02","Phoenix.Suns",20
"4250","2011-03","Phoenix.Suns",20
"4251","2011-04","Phoenix.Suns",12
"4252","2011-05","Phoenix.Suns",10
"4253","2011-06","Phoenix.Suns",10
"4254","2011-07","Phoenix.Suns",5
"4255","2011-08","Phoenix.Suns",4
"4256","2011-09","Phoenix.Suns",4
"4257","2011-10","Phoenix.Suns",4
"4258","2011-11","Phoenix.Suns",5
"4259","2011-12","Phoenix.Suns",17
"4260","2012-01","Phoenix.Suns",19
"4261","2012-02","Phoenix.Suns",17
"4262","2012-03","Phoenix.Suns",18
"4263","2012-04","Phoenix.Suns",19
"4264","2012-05","Phoenix.Suns",8
"4265","2012-06","Phoenix.Suns",8
"4266","2012-07","Phoenix.Suns",16
"4267","2012-08","Phoenix.Suns",8
"4268","2012-09","Phoenix.Suns",6
"4269","2012-10","Phoenix.Suns",12
"4270","2012-11","Phoenix.Suns",18
"4271","2012-12","Phoenix.Suns",16
"4272","2013-01","Phoenix.Suns",19
"4273","2013-02","Phoenix.Suns",18
"4274","2013-03","Phoenix.Suns",15
"4275","2013-04","Phoenix.Suns",11
"4276","2013-05","Phoenix.Suns",11
"4277","2013-06","Phoenix.Suns",12
"4278","2013-07","Phoenix.Suns",12
"4279","2013-08","Phoenix.Suns",11
"4280","2013-09","Phoenix.Suns",7
"4281","2013-10","Phoenix.Suns",12
"4282","2013-11","Phoenix.Suns",19
"4283","2013-12","Phoenix.Suns",18
"4284","2014-01","Phoenix.Suns",21
"4285","2014-02","Phoenix.Suns",23
"4286","2014-03","Phoenix.Suns",21
"4287","2014-04","Phoenix.Suns",18
"4288","2014-05","Phoenix.Suns",8
"4289","2014-06","Phoenix.Suns",12
"4290","2014-07","Phoenix.Suns",19
"4291","2014-08","Phoenix.Suns",10
"4292","2014-09","Phoenix.Suns",9
"4293","2014-10","Phoenix.Suns",15
"4294","2014-11","Phoenix.Suns",21
"4295","2014-12","Phoenix.Suns",18
"4296","2015-01","Phoenix.Suns",24
"4297","2015-02","Phoenix.Suns",24
"4298","2015-03","Phoenix.Suns",18
"4299","2015-04","Phoenix.Suns",11
"4300","2015-05","Phoenix.Suns",7
"4301","2015-06","Phoenix.Suns",10
"4302","2015-07","Phoenix.Suns",16
"4303","2015-08","Phoenix.Suns",8
"4304","2015-09","Phoenix.Suns",8
"4305","2015-10","Phoenix.Suns",13
"4306","2015-11","Phoenix.Suns",21
"4307","2015-12","Phoenix.Suns",20
"4308","2016-01","Phoenix.Suns",19
"4309","2016-02","Phoenix.Suns",21
"4310","2016-03","Phoenix.Suns",18
"4311","2016-04","Phoenix.Suns",12
"4312","2016-05","Phoenix.Suns",9
"4313","2016-06","Phoenix.Suns",15
"4314","2016-07","Phoenix.Suns",15
"4315","2016-08","Phoenix.Suns",7
"4316","2016-09","Phoenix.Suns",7
"4317","2016-10","Phoenix.Suns",17
"4318","2016-11","Phoenix.Suns",21
"4319","2016-12","Phoenix.Suns",19
"4320","2017-01","Phoenix.Suns",19
"4321","2017-02","Phoenix.Suns",20
"4322","2017-03","Phoenix.Suns",24
"4323","2017-04","Phoenix.Suns",16
"4324","2017-05","Phoenix.Suns",10
"4325","2017-06","Phoenix.Suns",17
"4326","2017-07","Phoenix.Suns",19
"4327","2017-08","Phoenix.Suns",12
"4328","2017-09","Phoenix.Suns",8
"4329","2017-10","Phoenix.Suns",29
"4330","2017-11","Phoenix.Suns",29
"4331","2017-12","Phoenix.Suns",20
"4332","2018-01","Phoenix.Suns",20
"4333","2018-02","Phoenix.Suns",24
"4334","2018-03","Phoenix.Suns",21
"4335","2018-04","Phoenix.Suns",14
"4336","2018-05","Phoenix.Suns",15
"4337","2018-06","Phoenix.Suns",21
"4338","2018-07","Phoenix.Suns",20
"4339","2018-08","Phoenix.Suns",10
"4340","2018-09","Phoenix.Suns",12
"4341","2018-10","Phoenix.Suns",32
"4342","2018-11","Phoenix.Suns",27
"4343","2018-12","Phoenix.Suns",34
"4344","2019-01","Phoenix.Suns",25
"4345","2004-01","Portland.Trail.Blazers",14
"4346","2004-02","Portland.Trail.Blazers",17
"4347","2004-03","Portland.Trail.Blazers",14
"4348","2004-04","Portland.Trail.Blazers",12
"4349","2004-05","Portland.Trail.Blazers",8
"4350","2004-06","Portland.Trail.Blazers",10
"4351","2004-07","Portland.Trail.Blazers",8
"4352","2004-08","Portland.Trail.Blazers",7
"4353","2004-09","Portland.Trail.Blazers",10
"4354","2004-10","Portland.Trail.Blazers",12
"4355","2004-11","Portland.Trail.Blazers",16
"4356","2004-12","Portland.Trail.Blazers",14
"4357","2005-01","Portland.Trail.Blazers",14
"4358","2005-02","Portland.Trail.Blazers",15
"4359","2005-03","Portland.Trail.Blazers",15
"4360","2005-04","Portland.Trail.Blazers",10
"4361","2005-05","Portland.Trail.Blazers",7
"4362","2005-06","Portland.Trail.Blazers",11
"4363","2005-07","Portland.Trail.Blazers",10
"4364","2005-08","Portland.Trail.Blazers",8
"4365","2005-09","Portland.Trail.Blazers",10
"4366","2005-10","Portland.Trail.Blazers",13
"4367","2005-11","Portland.Trail.Blazers",14
"4368","2005-12","Portland.Trail.Blazers",15
"4369","2006-01","Portland.Trail.Blazers",13
"4370","2006-02","Portland.Trail.Blazers",12
"4371","2006-03","Portland.Trail.Blazers",17
"4372","2006-04","Portland.Trail.Blazers",11
"4373","2006-05","Portland.Trail.Blazers",9
"4374","2006-06","Portland.Trail.Blazers",13
"4375","2006-07","Portland.Trail.Blazers",10
"4376","2006-08","Portland.Trail.Blazers",9
"4377","2006-09","Portland.Trail.Blazers",9
"4378","2006-10","Portland.Trail.Blazers",13
"4379","2006-11","Portland.Trail.Blazers",18
"4380","2006-12","Portland.Trail.Blazers",15
"4381","2007-01","Portland.Trail.Blazers",15
"4382","2007-02","Portland.Trail.Blazers",15
"4383","2007-03","Portland.Trail.Blazers",12
"4384","2007-04","Portland.Trail.Blazers",10
"4385","2007-05","Portland.Trail.Blazers",14
"4386","2007-06","Portland.Trail.Blazers",24
"4387","2007-07","Portland.Trail.Blazers",17
"4388","2007-08","Portland.Trail.Blazers",12
"4389","2007-09","Portland.Trail.Blazers",10
"4390","2007-10","Portland.Trail.Blazers",15
"4391","2007-11","Portland.Trail.Blazers",17
"4392","2007-12","Portland.Trail.Blazers",28
"4393","2008-01","Portland.Trail.Blazers",30
"4394","2008-02","Portland.Trail.Blazers",21
"4395","2008-03","Portland.Trail.Blazers",17
"4396","2008-04","Portland.Trail.Blazers",13
"4397","2008-05","Portland.Trail.Blazers",10
"4398","2008-06","Portland.Trail.Blazers",16
"4399","2008-07","Portland.Trail.Blazers",15
"4400","2008-08","Portland.Trail.Blazers",11
"4401","2008-09","Portland.Trail.Blazers",12
"4402","2008-10","Portland.Trail.Blazers",27
"4403","2008-11","Portland.Trail.Blazers",32
"4404","2008-12","Portland.Trail.Blazers",35
"4405","2009-01","Portland.Trail.Blazers",26
"4406","2009-02","Portland.Trail.Blazers",28
"4407","2009-03","Portland.Trail.Blazers",30
"4408","2009-04","Portland.Trail.Blazers",52
"4409","2009-05","Portland.Trail.Blazers",14
"4410","2009-06","Portland.Trail.Blazers",16
"4411","2009-07","Portland.Trail.Blazers",21
"4412","2009-08","Portland.Trail.Blazers",12
"4413","2009-09","Portland.Trail.Blazers",14
"4414","2009-10","Portland.Trail.Blazers",25
"4415","2009-11","Portland.Trail.Blazers",28
"4416","2009-12","Portland.Trail.Blazers",28
"4417","2010-01","Portland.Trail.Blazers",28
"4418","2010-02","Portland.Trail.Blazers",26
"4419","2010-03","Portland.Trail.Blazers",22
"4420","2010-04","Portland.Trail.Blazers",39
"4421","2010-05","Portland.Trail.Blazers",10
"4422","2010-06","Portland.Trail.Blazers",13
"4423","2010-07","Portland.Trail.Blazers",18
"4424","2010-08","Portland.Trail.Blazers",11
"4425","2010-09","Portland.Trail.Blazers",11
"4426","2010-10","Portland.Trail.Blazers",26
"4427","2010-11","Portland.Trail.Blazers",28
"4428","2010-12","Portland.Trail.Blazers",22
"4429","2011-01","Portland.Trail.Blazers",26
"4430","2011-02","Portland.Trail.Blazers",33
"4431","2011-03","Portland.Trail.Blazers",31
"4432","2011-04","Portland.Trail.Blazers",50
"4433","2011-05","Portland.Trail.Blazers",12
"4434","2011-06","Portland.Trail.Blazers",16
"4435","2011-07","Portland.Trail.Blazers",8
"4436","2011-08","Portland.Trail.Blazers",8
"4437","2011-09","Portland.Trail.Blazers",7
"4438","2011-10","Portland.Trail.Blazers",7
"4439","2011-11","Portland.Trail.Blazers",8
"4440","2011-12","Portland.Trail.Blazers",33
"4441","2012-01","Portland.Trail.Blazers",38
"4442","2012-02","Portland.Trail.Blazers",32
"4443","2012-03","Portland.Trail.Blazers",34
"4444","2012-04","Portland.Trail.Blazers",19
"4445","2012-05","Portland.Trail.Blazers",10
"4446","2012-06","Portland.Trail.Blazers",16
"4447","2012-07","Portland.Trail.Blazers",21
"4448","2012-08","Portland.Trail.Blazers",10
"4449","2012-09","Portland.Trail.Blazers",9
"4450","2012-10","Portland.Trail.Blazers",17
"4451","2012-11","Portland.Trail.Blazers",30
"4452","2012-12","Portland.Trail.Blazers",23
"4453","2013-01","Portland.Trail.Blazers",26
"4454","2013-02","Portland.Trail.Blazers",23
"4455","2013-03","Portland.Trail.Blazers",20
"4456","2013-04","Portland.Trail.Blazers",16
"4457","2013-05","Portland.Trail.Blazers",9
"4458","2013-06","Portland.Trail.Blazers",12
"4459","2013-07","Portland.Trail.Blazers",16
"4460","2013-08","Portland.Trail.Blazers",9
"4461","2013-09","Portland.Trail.Blazers",8
"4462","2013-10","Portland.Trail.Blazers",16
"4463","2013-11","Portland.Trail.Blazers",36
"4464","2013-12","Portland.Trail.Blazers",55
"4465","2014-01","Portland.Trail.Blazers",42
"4466","2014-02","Portland.Trail.Blazers",34
"4467","2014-03","Portland.Trail.Blazers",33
"4468","2014-04","Portland.Trail.Blazers",69
"4469","2014-05","Portland.Trail.Blazers",100
"4470","2014-06","Portland.Trail.Blazers",12
"4471","2014-07","Portland.Trail.Blazers",13
"4472","2014-08","Portland.Trail.Blazers",9
"4473","2014-09","Portland.Trail.Blazers",8
"4474","2014-10","Portland.Trail.Blazers",20
"4475","2014-11","Portland.Trail.Blazers",43
"4476","2014-12","Portland.Trail.Blazers",44
"4477","2015-01","Portland.Trail.Blazers",45
"4478","2015-02","Portland.Trail.Blazers",36
"4479","2015-03","Portland.Trail.Blazers",37
"4480","2015-04","Portland.Trail.Blazers",53
"4481","2015-05","Portland.Trail.Blazers",10
"4482","2015-06","Portland.Trail.Blazers",15
"4483","2015-07","Portland.Trail.Blazers",23
"4484","2015-08","Portland.Trail.Blazers",10
"4485","2015-09","Portland.Trail.Blazers",9
"4486","2015-10","Portland.Trail.Blazers",22
"4487","2015-11","Portland.Trail.Blazers",35
"4488","2015-12","Portland.Trail.Blazers",29
"4489","2016-01","Portland.Trail.Blazers",32
"4490","2016-02","Portland.Trail.Blazers",45
"4491","2016-03","Portland.Trail.Blazers",41
"4492","2016-04","Portland.Trail.Blazers",81
"4493","2016-05","Portland.Trail.Blazers",90
"4494","2016-06","Portland.Trail.Blazers",17
"4495","2016-07","Portland.Trail.Blazers",26
"4496","2016-08","Portland.Trail.Blazers",10
"4497","2016-09","Portland.Trail.Blazers",11
"4498","2016-10","Portland.Trail.Blazers",32
"4499","2016-11","Portland.Trail.Blazers",41
"4500","2016-12","Portland.Trail.Blazers",36
"4501","2017-01","Portland.Trail.Blazers",43
"4502","2017-02","Portland.Trail.Blazers",32
"4503","2017-03","Portland.Trail.Blazers",44
"4504","2017-04","Portland.Trail.Blazers",72
"4505","2017-05","Portland.Trail.Blazers",13
"4506","2017-06","Portland.Trail.Blazers",20
"4507","2017-07","Portland.Trail.Blazers",25
"4508","2017-08","Portland.Trail.Blazers",14
"4509","2017-09","Portland.Trail.Blazers",14
"4510","2017-10","Portland.Trail.Blazers",37
"4511","2017-11","Portland.Trail.Blazers",39
"4512","2017-12","Portland.Trail.Blazers",36
"4513","2018-01","Portland.Trail.Blazers",41
"4514","2018-02","Portland.Trail.Blazers",39
"4515","2018-03","Portland.Trail.Blazers",71
"4516","2018-04","Portland.Trail.Blazers",73
"4517","2018-05","Portland.Trail.Blazers",11
"4518","2018-06","Portland.Trail.Blazers",15
"4519","2018-07","Portland.Trail.Blazers",25
"4520","2018-08","Portland.Trail.Blazers",11
"4521","2018-09","Portland.Trail.Blazers",13
"4522","2018-10","Portland.Trail.Blazers",48
"4523","2018-11","Portland.Trail.Blazers",53
"4524","2018-12","Portland.Trail.Blazers",45
"4525","2019-01","Portland.Trail.Blazers",45
"4526","2004-01","Sacramento.Kings",43
"4527","2004-02","Sacramento.Kings",44
"4528","2004-03","Sacramento.Kings",46
"4529","2004-04","Sacramento.Kings",68
"4530","2004-05","Sacramento.Kings",91
"4531","2004-06","Sacramento.Kings",21
"4532","2004-07","Sacramento.Kings",24
"4533","2004-08","Sacramento.Kings",19
"4534","2004-09","Sacramento.Kings",16
"4535","2004-10","Sacramento.Kings",26
"4536","2004-11","Sacramento.Kings",35
"4537","2004-12","Sacramento.Kings",30
"4538","2005-01","Sacramento.Kings",42
"4539","2005-02","Sacramento.Kings",39
"4540","2005-03","Sacramento.Kings",24
"4541","2005-04","Sacramento.Kings",31
"4542","2005-05","Sacramento.Kings",19
"4543","2005-06","Sacramento.Kings",13
"4544","2005-07","Sacramento.Kings",18
"4545","2005-08","Sacramento.Kings",18
"4546","2005-09","Sacramento.Kings",14
"4547","2005-10","Sacramento.Kings",27
"4548","2005-11","Sacramento.Kings",34
"4549","2005-12","Sacramento.Kings",30
"4550","2006-01","Sacramento.Kings",28
"4551","2006-02","Sacramento.Kings",27
"4552","2006-03","Sacramento.Kings",28
"4553","2006-04","Sacramento.Kings",33
"4554","2006-05","Sacramento.Kings",31
"4555","2006-06","Sacramento.Kings",14
"4556","2006-07","Sacramento.Kings",14
"4557","2006-08","Sacramento.Kings",10
"4558","2006-09","Sacramento.Kings",11
"4559","2006-10","Sacramento.Kings",23
"4560","2006-11","Sacramento.Kings",28
"4561","2006-12","Sacramento.Kings",28
"4562","2007-01","Sacramento.Kings",23
"4563","2007-02","Sacramento.Kings",22
"4564","2007-03","Sacramento.Kings",19
"4565","2007-04","Sacramento.Kings",18
"4566","2007-05","Sacramento.Kings",10
"4567","2007-06","Sacramento.Kings",16
"4568","2007-07","Sacramento.Kings",16
"4569","2007-08","Sacramento.Kings",12
"4570","2007-09","Sacramento.Kings",10
"4571","2007-10","Sacramento.Kings",20
"4572","2007-11","Sacramento.Kings",23
"4573","2007-12","Sacramento.Kings",21
"4574","2008-01","Sacramento.Kings",20
"4575","2008-02","Sacramento.Kings",81
"4576","2008-03","Sacramento.Kings",20
"4577","2008-04","Sacramento.Kings",16
"4578","2008-05","Sacramento.Kings",10
"4579","2008-06","Sacramento.Kings",18
"4580","2008-07","Sacramento.Kings",15
"4581","2008-08","Sacramento.Kings",11
"4582","2008-09","Sacramento.Kings",11
"4583","2008-10","Sacramento.Kings",17
"4584","2008-11","Sacramento.Kings",25
"4585","2008-12","Sacramento.Kings",23
"4586","2009-01","Sacramento.Kings",20
"4587","2009-02","Sacramento.Kings",23
"4588","2009-03","Sacramento.Kings",18
"4589","2009-04","Sacramento.Kings",16
"4590","2009-05","Sacramento.Kings",14
"4591","2009-06","Sacramento.Kings",15
"4592","2009-07","Sacramento.Kings",13
"4593","2009-08","Sacramento.Kings",8
"4594","2009-09","Sacramento.Kings",9
"4595","2009-10","Sacramento.Kings",19
"4596","2009-11","Sacramento.Kings",25
"4597","2009-12","Sacramento.Kings",33
"4598","2010-01","Sacramento.Kings",27
"4599","2010-02","Sacramento.Kings",26
"4600","2010-03","Sacramento.Kings",20
"4601","2010-04","Sacramento.Kings",17
"4602","2010-05","Sacramento.Kings",12
"4603","2010-06","Sacramento.Kings",18
"4604","2010-07","Sacramento.Kings",18
"4605","2010-08","Sacramento.Kings",11
"4606","2010-09","Sacramento.Kings",12
"4607","2010-10","Sacramento.Kings",26
"4608","2010-11","Sacramento.Kings",33
"4609","2010-12","Sacramento.Kings",29
"4610","2011-01","Sacramento.Kings",32
"4611","2011-02","Sacramento.Kings",39
"4612","2011-03","Sacramento.Kings",47
"4613","2011-04","Sacramento.Kings",57
"4614","2011-05","Sacramento.Kings",22
"4615","2011-06","Sacramento.Kings",31
"4616","2011-07","Sacramento.Kings",17
"4617","2011-08","Sacramento.Kings",11
"4618","2011-09","Sacramento.Kings",28
"4619","2011-10","Sacramento.Kings",17
"4620","2011-11","Sacramento.Kings",17
"4621","2011-12","Sacramento.Kings",68
"4622","2012-01","Sacramento.Kings",49
"4623","2012-02","Sacramento.Kings",56
"4624","2012-03","Sacramento.Kings",45
"4625","2012-04","Sacramento.Kings",46
"4626","2012-05","Sacramento.Kings",35
"4627","2012-06","Sacramento.Kings",61
"4628","2012-07","Sacramento.Kings",23
"4629","2012-08","Sacramento.Kings",19
"4630","2012-09","Sacramento.Kings",12
"4631","2012-10","Sacramento.Kings",26
"4632","2012-11","Sacramento.Kings",39
"4633","2012-12","Sacramento.Kings",34
"4634","2013-01","Sacramento.Kings",87
"4635","2013-02","Sacramento.Kings",47
"4636","2013-03","Sacramento.Kings",51
"4637","2013-04","Sacramento.Kings",49
"4638","2013-05","Sacramento.Kings",64
"4639","2013-06","Sacramento.Kings",49
"4640","2013-07","Sacramento.Kings",32
"4641","2013-08","Sacramento.Kings",16
"4642","2013-09","Sacramento.Kings",18
"4643","2013-10","Sacramento.Kings",37
"4644","2013-11","Sacramento.Kings",52
"4645","2013-12","Sacramento.Kings",60
"4646","2014-01","Sacramento.Kings",51
"4647","2014-02","Sacramento.Kings",42
"4648","2014-03","Sacramento.Kings",35
"4649","2014-04","Sacramento.Kings",35
"4650","2014-05","Sacramento.Kings",59
"4651","2014-06","Sacramento.Kings",76
"4652","2014-07","Sacramento.Kings",35
"4653","2014-08","Sacramento.Kings",20
"4654","2014-09","Sacramento.Kings",19
"4655","2014-10","Sacramento.Kings",35
"4656","2014-11","Sacramento.Kings",68
"4657","2014-12","Sacramento.Kings",62
"4658","2015-01","Sacramento.Kings",45
"4659","2015-02","Sacramento.Kings",44
"4660","2015-03","Sacramento.Kings",35
"4661","2015-04","Sacramento.Kings",32
"4662","2015-05","Sacramento.Kings",17
"4663","2015-06","Sacramento.Kings",34
"4664","2015-07","Sacramento.Kings",49
"4665","2015-08","Sacramento.Kings",22
"4666","2015-09","Sacramento.Kings",20
"4667","2015-10","Sacramento.Kings",48
"4668","2015-11","Sacramento.Kings",70
"4669","2015-12","Sacramento.Kings",59
"4670","2016-01","Sacramento.Kings",78
"4671","2016-02","Sacramento.Kings",59
"4672","2016-03","Sacramento.Kings",56
"4673","2016-04","Sacramento.Kings",58
"4674","2016-05","Sacramento.Kings",31
"4675","2016-06","Sacramento.Kings",42
"4676","2016-07","Sacramento.Kings",46
"4677","2016-08","Sacramento.Kings",23
"4678","2016-09","Sacramento.Kings",25
"4679","2016-10","Sacramento.Kings",60
"4680","2016-11","Sacramento.Kings",63
"4681","2016-12","Sacramento.Kings",62
"4682","2017-01","Sacramento.Kings",64
"4683","2017-02","Sacramento.Kings",100
"4684","2017-03","Sacramento.Kings",53
"4685","2017-04","Sacramento.Kings",31
"4686","2017-05","Sacramento.Kings",22
"4687","2017-06","Sacramento.Kings",49
"4688","2017-07","Sacramento.Kings",56
"4689","2017-08","Sacramento.Kings",21
"4690","2017-09","Sacramento.Kings",20
"4691","2017-10","Sacramento.Kings",59
"4692","2017-11","Sacramento.Kings",65
"4693","2017-12","Sacramento.Kings",55
"4694","2018-01","Sacramento.Kings",49
"4695","2018-02","Sacramento.Kings",53
"4696","2018-03","Sacramento.Kings",52
"4697","2018-04","Sacramento.Kings",39
"4698","2018-05","Sacramento.Kings",24
"4699","2018-06","Sacramento.Kings",40
"4700","2018-07","Sacramento.Kings",48
"4701","2018-08","Sacramento.Kings",19
"4702","2018-09","Sacramento.Kings",20
"4703","2018-10","Sacramento.Kings",66
"4704","2018-11","Sacramento.Kings",84
"4705","2018-12","Sacramento.Kings",92
"4706","2019-01","Sacramento.Kings",80
"4707","2004-01","San.Antonio.Spurs",3
"4708","2004-02","San.Antonio.Spurs",3
"4709","2004-03","San.Antonio.Spurs",3
"4710","2004-04","San.Antonio.Spurs",4
"4711","2004-05","San.Antonio.Spurs",9
"4712","2004-06","San.Antonio.Spurs",2
"4713","2004-07","San.Antonio.Spurs",2
"4714","2004-08","San.Antonio.Spurs",2
"4715","2004-09","San.Antonio.Spurs",2
"4716","2004-10","San.Antonio.Spurs",2
"4717","2004-11","San.Antonio.Spurs",3
"4718","2004-12","San.Antonio.Spurs",4
"4719","2005-01","San.Antonio.Spurs",4
"4720","2005-02","San.Antonio.Spurs",4
"4721","2005-03","San.Antonio.Spurs",3
"4722","2005-04","San.Antonio.Spurs",4
"4723","2005-05","San.Antonio.Spurs",9
"4724","2005-06","San.Antonio.Spurs",18
"4725","2005-07","San.Antonio.Spurs",4
"4726","2005-08","San.Antonio.Spurs",2
"4727","2005-09","San.Antonio.Spurs",2
"4728","2005-10","San.Antonio.Spurs",3
"4729","2005-11","San.Antonio.Spurs",5
"4730","2005-12","San.Antonio.Spurs",4
"4731","2006-01","San.Antonio.Spurs",4
"4732","2006-02","San.Antonio.Spurs",3
"4733","2006-03","San.Antonio.Spurs",4
"4734","2006-04","San.Antonio.Spurs",5
"4735","2006-05","San.Antonio.Spurs",10
"4736","2006-06","San.Antonio.Spurs",2
"4737","2006-07","San.Antonio.Spurs",2
"4738","2006-08","San.Antonio.Spurs",1
"4739","2006-09","San.Antonio.Spurs",1
"4740","2006-10","San.Antonio.Spurs",2
"4741","2006-11","San.Antonio.Spurs",4
"4742","2006-12","San.Antonio.Spurs",4
"4743","2007-01","San.Antonio.Spurs",3
"4744","2007-02","San.Antonio.Spurs",3
